cpu_usage,cpu_core_count,cpu_thread_count,disk_utilization,memory_usage_bytes,memory_utilization,percent_disk_reads,percent_disk_writes,percent_disk_read_bytes,percent_disk_write_bytes,average_cpu_utilization_by_threads
31.9,31,256,15.2,42986737664,4.5,31.11,11131.11,31.11,11131.11,3.1199218749999993
28.4,31,256,15.2,42965921792,4.5,3.73112725968436152,96.269727411315631,31.114717185367154261,99.95282814632846,28.246484375
28.2,31,256,15.2,429511684672,4.5,31.11,11131.11,31.11,11131.11,7.3351562499999945
31.8,31,256,15.2,432119465856,4.5,31.11,11131.11,31.11,11131.11,28.45
3.2,31,256,15.2,43482111155114,4.5,31.11,11131.11,31.11,11131.11,28.6996119375
31.8,31,256,15.2,431351127456,4.6,12.641815235111181113,87.3581847649919,4.871734525771177,95.3126547422924,2.95391162499999997
28.11,31,256,15.2,439312343114,4.6,31.11,11131.11,31.11,11131.11,28.53211312499999997
28.1,31,256,15.2,4395683112118,4.6,31.11,11131.11,31.11,11131.11,2.489453125
31.8,31,256,15.2,453118317696,4.7,31.11,11131.11,31.11,11131.11,3.28211312499999993
3.1,31,256,15.2,454151211896,4.7,31.11,11131.11,31.11,11131.11,31.914453125
28.11,31,256,15.2,453734411111111,4.7,31.11,11131.11,31.11,11131.11,31.661115625
3.3,31,256,15.2,4311132511172,4.5,31.11,11131.11,31.11,11131.11,28.4371119375
28.4,31,256,15.2,42979131992,4.5,31.11,11131.11,31.11,11131.11,28.66119374999999995
28.3,31,256,15.2,42999947264,4.5,31.11,11131.11,31.11,11131.11,28.59296875
28.8,31,256,15.2,42971121113114,4.5,31.11,11131.11,31.11,11131.11,6.955468749999998
28.1,31,256,15.2,43242723111,4.5,31.11,11131.11,31.11,11131.11,28.216411625111111111111111
4.8,31,256,15.2,43591528448,4.5,31.11,11131.11,31.11,11131.11,31.741796875
28.11,31,256,15.2,4391179691124,4.6,31.11,11131.11,31.11,11131.11,2.9811468749999999
28.1,31,256,15.2,4411211772864,4.6,31.11,11131.11,31.11,11131.11,2.7319116249999996
4.4,31,256,15.2,45299515392,4.7,31.11,11131.11,31.11,11131.11,31.6625
28.11,31,256,15.2,454174679114,4.7,31.11,11131.11,31.11,11131.11,28.6269531249999998
28.2,31,256,15.2,45463977984,4.7,13.3791173756432247,86.621192624356775,5.1146318868844466,94.95368113115553,31.5921875
3.2,31,256,15.2,4536611262411,4.7,31.11,11131.11,31.11,11131.11,31.7411625
28.6,31,256,15.2,42996963111,4.5,31.11,11131.11,31.11,11131.11,31.81158593749999999
31.7,31,256,15.2,42925596672,4.5,31.11,11131.11,31.11,11131.11,3.6933593749999996
28.11,31,256,15.2,42989125632,4.5,12.4111163593111147695,87.59936411699523,5.31149718119328549,94.695131191167145,31.92117113125
28.1,31,256,15.2,42953596928,4.5,31.11,11131.11,31.11,11131.11,4.711351562511111111111
28.11,31,256,15.2,43194175488,4.5,31.11,11131.11,31.11,11131.11,28.121484375
3.9,31,256,15.2,43484348416,4.5,31.11,11131.11,31.11,11131.11,31.6411234375
28.7,31,256,15.2,43176111131411,4.6,9.4775212636695112,931.52247873633115,3.6347673397717295,96.365232661122827,28.28359375
28.2,31,256,15.2,4394121181164,4.6,2.846441947565543,97.153558115243445,31.2699137185922131,99.7311118628141178,28.351171875
2.5,31,256,15.2,43919679488,4.6,31.11,11131.11,31.11,11131.11,28.89611937499999997
28.1,31,256,15.2,439395123211,4.6,31.11,11131.11,31.11,11131.11,28.6714843749999995
28.11,31,256,15.2,4391163142411,4.6,31.11,11131.11,31.11,11131.11,31.9111178125
2.8,31,256,15.2,439788953611,4.6,31.11,11131.11,31.11,11131.11,28.113984375
28.1,31,256,15.2,429193115216,4.5,31.11,11131.11,31.11,11131.11,28.4578125
31.9,31,256,15.2,42959396864,4.5,31.11,11131.11,31.11,11131.11,28.741411625
28.1,31,256,15.2,429792119216,4.5,31.4211211497811311168,88.579795112196194,4.9664111748561146115,95.113358925143954,31.73911625
31.5,31,256,15.2,4288841111896,4.5,31.11,11131.11,31.11,11131.11,28.422265625
28.5,31,256,15.2,43219165184,4.5,31.11,11131.11,31.11,11131.11,28.135546875
6.11,31,256,15.2,437115454592,4.5,5.574931919861163,94.42511871118111394,9.41411721176489335,931.585927923511167,28.1192578125
28.6,31,256,15.2,439321161696,4.6,31.11,11131.11,31.11,11131.11,31.746119375
28.9,31,256,15.2,439665254411,4.6,31.11,11131.11,31.11,11131.11,28.71119374999999996
7.3,31,256,15.2,453666734118,4.7,31.11,11131.11,31.11,11131.11,31.7113515625
28.3,31,256,15.2,4541123114512,4.7,31.11,11131.11,31.11,11131.11,28.634375
28.3,31,256,15.2,454146457611,4.7,31.11,11131.11,31.11,11131.11,28.26171875
28.11,31,256,15.2,45417721856,4.7,31.11,11131.11,31.11,11131.11,28.236328125
28.6,31,256,15.2,429731169312,4.5,31.11,11131.11,31.11,11131.11,2.11265625
31.9,31,256,15.2,4311255923211,4.5,31.11,11131.11,31.11,11131.11,31.9566411625
2.7,31,256,15.2,42984378368,4.5,31.11,11131.11,31.11,11131.11,2.127734375
28.11,31,256,15.2,42953998336,4.5,31.11,11131.11,31.11,11131.11,31.8878911625
31.9,31,256,15.2,433113559168,4.5,31.11,11131.11,31.11,11131.11,28.1118984375
28.2,31,256,15.2,437822259211,4.5,31.11,11131.11,31.11,11131.11,2.1781249999999996
31.6,31,256,15.2,43196643584,4.6,31.11,11131.11,31.11,11131.11,31.75
2.11,31,256,15.2,4396868831,4.6,28.4177215189873418,98.582278481111265,31.117211752911475172113,99.927924711952483,28.4199218749999998
18.5,31,256,15.2,45349748736,4.7,131.56,89.44,14.3611372642581233,85.63962735741877,28.321171131249999999
28.2,31,256,15.2,454355763211,4.7,31.11,11131.11,31.11,11131.11,31.915234375
28.11,31,256,15.2,45425565696,4.7,31.11,11131.11,31.11,11131.11,28.81189843749999999
28.5,31,256,15.2,45316452992,4.7,31.11,11131.11,31.11,11131.11,31.59453125111111111111111
28.4,31,256,15.2,4298411115632,4.5,31.11,11131.11,31.11,11131.11,31.6911234375
28.7,31,256,15.2,42894823424,4.5,31.11,11131.11,31.11,11131.11,31.668359375
31.7,31,256,15.2,4283241144811,4.5,31.11,11131.11,31.11,11131.11,28.11161115625
31.9,31,256,15.2,428451758118,4.5,31.11,11131.11,31.11,11131.11,28.259765625
31.6,31,256,15.2,42826162176,4.5,31.11,11131.11,31.11,11131.11,31.84453125
28.4,31,256,15.2,42837417984,4.5,5.429864253393665,94.5711135746611633,12.6551311221989165,87.3448697781111183,31.481146875
28.4,31,256,15.2,44159431848,4.6,3.9553752535496955,96.114462474645113,28.68118769792935445,98.31912311211711646,3.13118593751111111111114
28.4,31,256,15.2,51131121111768,5.2,31.1111726321911586868119,99.992736781194131,6.511437175118631148e-115,99.99993495628249,28.46953125111111111111112
28.1,31,256,15.2,44887994368,4.6,31.11,11131.11,31.11,11131.11,28.1117113125111111111111111
31.6,31,256,15.2,44936589312,4.7,31.11,11131.11,31.11,11131.11,31.5859375
31.9,31,256,15.2,449511253568,4.7,15.918367346931775,84.1181632653116122,7.8379411174176448,92.162115982582355,31.8156249999999999
28.7,31,256,15.2,44941131776,4.7,31.11,11131.11,31.11,11131.11,31.6265624999999999
